Date,Mom   ,Mkt-RF,SMB,HML,RMW,CMA,RF,CPIAUCSL,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
1999-02-07,-2.79,-3.2199999999999998,-0.3499999999999999,1.15,-0.83,2.39,0.095,0.0,-2.5346743889210988,-1.942923575910882,4.75614825620907,-5.2466170323553385,-0.921662686391489,0.1285294084106159,5.192233385336609,-6.840295872640567,-2.4679552648791514
1999-02-14,1.5699999999999998,-1.1599999999999997,-2.2199999999999998,0.15999999999999992,0.5800000000000002,0.6600000000000001,0.095,0.0,-0.11673967645178251,-0.41703769512624334,-3.1925446139341673,1.643808878415376,-0.4640777584043132,0.12835824098034188,-3.722702785954324,-1.5158133824395126,-1.4774002982916645
1999-02-21,0.42,0.3700000000000001,-2.58,1.04,-0.36,1.2700000000000002,0.076,0.0,1.5647807348488474,0.8323631396450537,-1.9943425093628342,3.2088492662639023,1.4429934303017866,1.147998095664482,-0.43855896914584136,-1.2658314074587285,1.802834773992723
1999-02-28,0.8300000000000001,0.010000000000000231,-0.39000000000000007,-0.45999999999999996,-0.6200000000000001,-0.30999999999999994,0.095,0.0,0.45899742120902864,0.4724671115409862,-0.43257667799676547,1.954487252437609,0.05729131111538166,-0.5085868503559965,0.5115035304234627,-0.8223020706269679,-0.6519070529536819
1999-03-07,0.1299999999999999,2.6900000000000004,-2.42,-0.22000000000000008,0.06000000000000005,0.38,0.09,0.30349014588848533,4.859913002037253,2.0992387555706316,5.551187489222675,4.417131105743488,3.1570317162334938,2.641650749002178,0.8708117100725499,1.8182117542380194,0.32647257725262335
1999-03-14,-1.2600000000000002,1.36,-1.47,-0.16000000000000014,-1.65,-0.51,0.09,0.30349014588848533,1.94391951448174,1.3184488969900432,6.931127814563887,2.6196844105735195,0.33239703202188053,1.2951418011625915,1.7902350313192095,0.7180960920180723,0.10858236110746766
1999-03-21,-0.09000000000000015,0.18999999999999972,-1.2999999999999998,-0.019999999999999907,-1.4,-0.75,0.09,0.30349014588848533,-0.42770466594981293,0.8574891026088327,1.5002487744218307,-1.61664955910239,0.49647448903429314,-0.24209755823938472,1.7452883108727946,1.5972250071926375,-1.4277274766568926
1999-03-28,-1.3800000000000001,-1.1800000000000002,0.6699999999999999,-0.56,-0.7400000000000001,0.37,0.09,0.30349014588848533,-2.6145014656359766,-2.578199869673581,-0.1261823923357941,-2.1052664326993042,-1.7207663108039117,-2.0555865087742653,-2.623387625808782,0.7891500863969281,-3.151761059725544
1999-04-04,1.91,1.03,-0.12000000000000005,-1.41,-0.73,-1.1300000000000001,0.072,0.8473520596358419,0.8791413884279287,-1.6384268244060252,-0.7604638482475501,0.12503673325205966,0.3353798304421396,1.499140784413866,1.1428765206078495,3.812823179348701,-0.286201137562081
1999-04-11,2.6,3.73,-1.3,-2.25,-0.78,-1.7799999999999998,0.09,3.3262898605137536,5.843339193264452,1.812430118980357,3.2543978446984756,5.472467782789003,5.535888739888417,2.389118668169532,1.4104332865858993,4.800898215821903,3.49331377102553
1999-04-18,-8.66,-1.52,4.89,3.33,-0.10999999999999999,2.61,0.09,3.3262898605137536,-1.8749934322342288,-3.1188514931974165,6.726671275340168,-1.0707867811048377,-3.001288312285366,8.413124629448987,13.720124900922626,-7.484776458721054,0.4420077254266186
1999-04-25,-0.32000000000000023,2.8899999999999997,-1.02,-0.65,-1.0799999999999998,-1.48,0.09,3.3262898605137536,2.0812416015039137,1.7772387117996225,-1.449693727737822,3.5256727466712157,5.658373297139008,1.3267736373535843,0.12201737450210359,4.887246500236531,3.4672204506471793
1999-05-02,-3.9699999999999998,-1.27,2.01,1.24,-0.0799999999999999,1.52,0.09,3.3262898605137536,-3.3511127604830993,-4.197277847168479,5.400522087417903,-1.395414571901732,-4.683822295918416,0.8203235589312907,5.688741098058969,-3.1748803970093054,-0.26656323497555867
1999-05-09,-2.63,0.3800000000000002,-0.3399999999999999,1.72,1.28,1.99,0.085,3.3262898605137536,0.42505286800045283,1.9406725979190131,1.4286601925428855,-1.1778675239846326,0.9651167118094328,4.473593502185302,3.8977515371594773,0.5080685154757791,0.5325597277102023
1999-05-16,-0.32000000000000006,-0.10000000000000009,1.9900000000000002,-0.5699999999999998,-0.85,0.43999999999999995,0.085,3.3262898605137536,0.0,-1.0261893376023234,-2.934045748914782,0.0,-0.10677320703269544,-2.960022211283775,-3.955346214377631,1.3422481201869285,-0.21275636419715305
1999-05-23,-2.21,-0.36,2.05,0.6000000000000001,5.551115123125783e-17,0.43999999999999995,0.085,3.3262898605137536,-2.3605948379677333,0.6651353318389397,1.339227273563992,-2.519606816759268,-0.32103386727642125,-0.9162211649036855,-2.8055460899130136,0.16660328515754053,0.7423380457214801
1999-05-30,-0.07999999999999996,-2.23,-0.10999999999999993,0.65,0.49,0.27000000000000013,0.085,3.3262898605137536,-2.6961796178690545,-2.6260298437887464,-2.0156904314413637,-2.5224662977028967,-3.6565697284189014,-2.5775934027515657,-6.679327177782524,-1.6779002943577037,0.10564799898915567
1999-06-06,0.88,1.4799999999999998,-0.73,-0.99,0.5700000000000001,0.6500000000000001,0.072,0.0,3.453388485807851,3.1671564203412217,2.4581995743979235,-0.3119985380068524,3.1192600909185852,3.440098815628856,6.263525737770248,1.0519244376206327,0.4737939694639426
1999-06-13,0.040000000000000036,-2.36,2.13,1.04,-0.21999999999999997,-0.65,0.09,0.0,-4.181060975066009,-5.673536042640448,1.0977650133346728,-1.8928246726636289,-3.6208131712161418,-1.1879064464513256,-1.1373928239942988,-1.9015862974596232,0.10496002300390828
1999-06-20,1.49,3.23,-2.09,-0.8300000000000001,-0.33999999999999997,-1.04,0.09,0.0,2.356829235519209,2.096967473578104,1.374792668378877,4.639205119832335,3.6208131712161418,4.433178623970058,4.26585944621567,6.443220636832647,3.3031844594940907
1999-06-27,0.9400000000000001,-1.81,2.4,-0.06999999999999999,0.54,-0.050000000000000044,0.09,0.0,-0.8830163192397045,-2.0164127304059587,-5.106559451951043,-2.8449706480166537,-2.1787779241654093,-3.17152216116825,-4.98322296840783,-0.8435883556052293,-3.0595601022861185
1999-07-04,2.42,5.6,-0.22999999999999995,-3.61,-0.020000000000000018,-1.85,0.09,0.8416002800409217,6.543916664085225,5.269285213367958,3.304709131877548,5.729768184734674,3.6761137268578103,2.963207501248588,4.1696985359922945,6.821296067774973,2.906312637876729
1999-07-11,1.18,0.71,0.42,-0.96,-0.8800000000000001,-0.09999999999999998,0.072,1.6832005600818434,-0.9389966681035755,-0.7881953086064986,2.179936124722337,0.2367155572840396,0.6349538012421441,-0.15656132713752768,-0.17509255574168492,3.006380638071704,-0.2048497523861048
1999-07-18,0.52,1.1400000000000001,1.02,-1.0799999999999998,0.8800000000000001,-0.48,0.09,2.1040007001023042,0.7310668510716933,0.7881953086064986,0.4840264274605488,-0.2367155572840396,0.7356328924764011,0.10435476358687801,-1.887980590555749,2.562806458334821,2.4305078216991127
1999-07-25,-0.73,-4.42,0.73,2.05,0.19,2.15,0.09,2.1040007001023042,-5.893472505628594,-3.128169349471621,-2.939814380116168,-4.111736585148984,-3.5166148237199213,-0.9960372786784522,-0.8973915352111117,-7.471087270905574,-0.7028100508000623
1999-08-01,0.67,-2.2199999999999998,1.32,0.43000000000000005,0.4800000000000001,1.2799999999999998,0.09,2.1040007001023042,-2.684722183922439,-1.7599668949448866,1.0442566288740185,-3.2625640422851543,-1.200198041577627,-3.2122766519653734,-1.148393298846484,-1.6651225247436674,-0.9109396350613697
1999-08-08,-0.26,-2.88,-1.3900000000000001,1.91,0.6699999999999999,2.3,0.09,2.1040007001023042,-5.715862073789202,-2.5041441679481746,2.0027697162593228,-5.371323058081634,-3.917687164476913,-0.819431503853485,1.8669688174135501,-0.9809727991127115,-0.1526358161713759
1999-08-15,1.98,2.12,-1.2100000000000002,-0.48,0.01999999999999999,-1.21,0.09,2.1040007001023042,4.000515974326735,0.9061771417826048,2.3306113702861175,4.087594216249268,0.795926370765887,1.8478687028666396,2.008265969035561,2.184185824842988,-1.1780255336964807
